type,time,relative_position,speed
human,57.5,339.1,8.93
human,57.6,339.99,8.93
human,57.7,340.89,8.93
human,57.8,341.78,8.93
human,57.9,342.67,8.93
human,58,343.56,8.93
human,58.1,344.46,8.93
human,58.2,345.35,8.93
human,58.3,346.24,8.93
human,58.4,347.14,8.93
human,58.5,348.03,8.93
human,58.6,348.92,8.93
human,58.7,349.81,8.93
human,58.8,350.71,8.93
human,58.9,351.6,8.93
human,59,352.49,8.93
human,4.6,5.1,4.39
human,4.7,5.55,4.48
human,4.8,6.01,4.58
human,4.9,6.47,4.68
human,5,6.95,4.78
human,5.1,7.44,4.88
human,5.2,7.94,4.98
human,5.3,8.45,5.07
human,5.4,8.96,5.17
human,5.5,9.49,5.27
human,5.6,10.03,5.37
human,5.7,10.57,5.47
human,5.8,11.13,5.57
human,5.9,11.7,5.66
human,6,12.27,5.76
human,6.1,12.86,5.86
human,6.2,13.45,5.96
human,6.3,14.06,6.06
human,6.4,14.68,6.16
human,6.5,15.3,6.26
human,6.6,15.94,6.35
human,6.7,16.58,6.45
human,6.8,17.24,6.55
human,6.9,17.9,6.65
human,7,18.58,6.75
human,7.1,19.26,6.85
human,7.2,19.96,6.94
human,7.3,20.66,7.04
human,7.4,21.37,7.14
human,7.5,22.1,7.24
human,7.6,22.83,7.33
human,7.7,23.57,7.43
human,7.8,24.33,7.53
human,7.9,25.09,7.62
human,8,25.86,7.72
human,8.1,26.64,7.81
human,8.2,27.43,7.91
human,8.3,28.23,8
human,8.4,29.04,8.1
human,8.5,29.86,8.19
human,8.6,30.69,8.29
human,8.7,31.53,8.38
human,8.8,32.38,8.47
human,8.9,33.23,8.56
human,9,34.1,8.65
human,9.1,34.97,8.72
human,9.2,35.85,8.79
human,9.3,36.73,8.86
human,9.4,37.63,8.91
human,9.5,38.52,8.97
human,9.6,39.42,9.02
human,9.7,40.33,9.06
human,9.8,41.24,9.1
human,9.9,42.15,9.13
human,10,43.07,9.17
human,10.1,43.99,9.19
human,10.2,44.91,9.22
human,10.3,45.84,9.24
human,10.4,46.76,9.26
human,10.5,47.69,9.28
human,10.6,48.62,9.3
human,10.7,49.55,9.31
human,10.8,50.49,9.33
human,10.9,51.42,9.34
human,11,52.35,9.35
human,11.1,53.29,9.36
human,11.2,54.23,9.37
human,11.3,55.16,9.37
human,11.4,56.1,9.38
human,11.5,57.04,9.39
human,11.6,57.98,9.39
human,11.7,58.92,9.4
human,11.8,59.86,9.4
human,11.9,60.8,9.4
human,12,61.74,9.41
human,12.1,62.68,9.41
human,12.2,63.62,9.41
human,12.3,64.56,9.41
human,12.4,65.5,9.41
human,12.5,66.45,9.41
human,12.6,67.39,9.42
human,12.7,68.33,9.42
human,12.8,69.27,9.42
human,12.9,70.21,9.42
human,13,71.15,9.42
human,13.1,72.1,9.42
human,13.2,73.04,9.42
human,13.3,73.98,9.42
human,13.4,74.92,9.42
human,13.5,75.86,9.42
human,13.6,76.8,9.42
human,13.7,77.75,9.42
human,13.8,78.69,9.42
human,13.9,79.63,9.41
human,14,80.57,9.41
human,14.1,81.51,9.41
human,14.2,82.45,9.41
human,14.3,83.39,9.41
human,14.4,84.34,9.41
human,14.5,85.28,9.41
human,14.6,86.22,9.41
human,14.7,87.16,9.41
human,14.8,88.1,9.41
human,14.9,89.04,9.41
human,15,89.98,9.41
human,15.1,90.92,9.41
human,15.2,91.86,9.4
human,15.3,92.8,9.4
human,15.4,93.74,9.4
human,15.5,94.68,9.4
human,15.6,95.62,9.4
human,15.7,96.56,9.4
human,15.8,97.5,9.4
human,15.9,98.44,9.4
human,16,99.38,9.4
human,16.1,100.32,9.4
human,16.2,101.26,9.4
human,16.3,102.2,9.39
human,16.4,103.14,9.39
human,16.5,104.08,9.39
human,16.6,105.02,9.39
human,16.7,105.96,9.39
human,16.8,106.9,9.39
human,16.9,107.84,9.39
human,17,108.77,9.39
human,17.1,109.71,9.39
human,17.2,110.65,9.39
human,17.3,111.59,9.38
human,17.4,112.53,9.38
human,17.5,113.47,9.38
human,17.6,114.4,9.38
human,17.7,115.34,9.38
human,17.8,116.28,9.38
human,17.9,117.22,9.38
human,18,118.16,9.38
human,18.1,119.09,9.38
human,18.2,120.03,9.38
human,18.3,120.97,9.37
human,18.4,121.91,9.37
human,18.5,122.84,9.37
human,18.6,123.78,9.37
human,18.7,124.72,9.37
human,18.8,125.65,9.37
human,18.9,126.59,9.37
human,19,127.53,9.37
human,19.1,128.46,9.37
human,19.2,129.4,9.36
human,19.3,130.34,9.36
human,19.4,131.27,9.36
human,19.5,132.21,9.36
human,19.6,133.14,9.36
human,19.7,134.08,9.36
human,19.8,135.02,9.36
human,19.9,135.95,9.36
human,20,136.89,9.36
human,20.1,137.82,9.36
human,20.2,138.76,9.35
human,20.3,139.69,9.35
human,20.4,140.63,9.35
human,20.5,141.56,9.35
human,20.6,142.5,9.35
human,20.7,143.43,9.35
human,20.8,144.37,9.35
human,20.9,145.3,9.35
human,21,146.24,9.35
human,21.1,147.17,9.34
human,21.2,148.11,9.34
human,21.3,149.04,9.34
human,21.4,149.98,9.34
human,21.5,150.91,9.34
human,21.6,151.84,9.34
human,21.7,152.78,9.34
human,21.8,153.71,9.34
human,21.9,154.64,9.34
human,22,155.58,9.33
human,22.1,156.51,9.33
human,22.2,157.44,9.33
human,22.3,158.38,9.33
human,22.4,159.31,9.33
human,22.5,160.24,9.33
human,22.6,161.17,9.31
human,22.7,162.1,9.28
human,22.8,163.02,9.24
human,22.9,163.94,9.19
human,23,164.86,9.15
human,23.1,165.77,9.1
human,23.2,166.68,9.06
human,23.3,167.58,9.01
human,23.4,168.47,8.96
human,23.5,169.36,8.91
human,23.6,170.25,8.86
human,23.7,171.13,8.81
human,23.8,172.01,8.76
human,23.9,172.88,8.7
human,24,173.74,8.65
human,24.1,174.6,8.58
human,24.2,175.45,8.51
human,24.3,176.29,8.42
human,24.4,177.12,8.33
human,24.5,177.95,8.22
human,24.6,178.76,8.1
human,24.7,179.55,7.98
human,24.8,180.34,7.84
human,24.9,181.11,7.69
human,25,181.86,7.53
human,25.1,182.6,7.37
human,25.2,183.32,7.2
human,25.3,184.02,7.02
human,25.4,184.7,6.84
human,25.5,185.37,6.65
human,25.6,186.01,6.46
human,25.7,186.64,6.27
human,25.8,187.25,6.08
human,25.9,187.84,5.89
human,26,188.41,5.7
human,26.1,188.96,5.51
human,26.2,189.49,5.32
human,26.3,190.01,5.14
human,26.4,190.5,4.95
human,26.5,190.98,4.77
human,26.6,191.44,4.58
human,26.7,191.88,4.41
human,26.8,192.3,4.23
human,26.9,192.71,4.06
human,27,193.09,3.89
human,27.1,193.47,3.72
human,27.2,193.82,3.56
human,27.3,194.16,3.39
human,27.4,194.48,3.24
human,27.5,194.79,3.08
human,27.6,195.09,2.93
human,27.7,195.36,2.78
human,27.8,195.63,2.64
human,27.9,195.88,2.49
human,28,196.11,2.35
human,28.1,196.33,2.22
human,28.2,196.54,2.09
human,28.3,196.74,1.96
human,28.4,196.92,1.84
human,28.5,197.09,1.71
human,28.6,197.25,1.6
human,28.7,197.4,1.48
human,28.8,197.54,1.38
human,28.9,197.67,1.27
human,29,197.78,1.18
human,29.1,197.89,1.08
human,29.2,197.99,1
human,29.3,198.08,0.91
human,29.4,198.16,0.82
human,29.5,198.24,0.74
human,29.6,198.3,0.66
human,29.7,198.36,0.58
human,29.8,198.41,0.51
human,29.9,198.46,0.45
human,30,198.5,0.39
human,30.1,198.53,0.33
human,30.2,198.56,0.28
human,30.3,198.58,0.23
human,30.4,198.6,0.18
human,30.5,198.61,0.14
human,30.6,198.62,0.11
human,30.7,198.63,0.07
human,30.8,198.64,0.04
human,30.9,198.64,0.02
human,31,198.64,0
human,31.1,198.64,0
human,31.2,198.64,0
human,31.3,198.64,0
human,31.4,198.64,0
human,31.5,198.64,0
human,31.6,198.64,0
human,31.7,198.64,0
human,31.8,198.64,0
human,31.9,198.64,0
human,32,198.64,0
human,32.1,198.64,0
human,32.2,198.64,0
human,32.3,198.64,0
human,32.4,198.64,0
human,32.5,198.64,0
human,32.6,198.64,0
human,32.7,198.64,0
human,32.8,198.64,0
human,32.9,198.64,0
human,33,198.64,0
human,33.1,198.64,0
human,33.2,198.64,0
human,33.3,198.64,0
human,33.4,198.64,0
human,33.5,198.64,0
human,33.6,198.64,0
human,33.7,198.64,0
human,33.8,198.64,0
human,33.9,198.64,0
human,34,198.64,0
human,34.1,198.64,0
human,34.2,198.64,0
human,34.3,198.64,0
human,34.4,198.64,0
human,34.5,198.64,0
human,34.6,198.64,0
human,34.7,198.64,0
human,34.8,198.64,0
human,34.9,198.64,0
human,35,198.64,0
human,35.1,198.64,0
human,35.2,198.64,0
human,35.3,198.64,0
human,35.4,198.64,0
human,35.5,198.64,0
human,35.6,198.64,0
human,35.7,198.64,0
human,35.8,198.64,0
human,35.9,198.64,0
human,36,198.64,0
human,36.1,198.64,0
human,36.2,198.64,0
human,36.3,198.64,0
human,36.4,198.64,0
human,36.5,198.64,0
human,36.6,198.64,0
human,36.7,198.64,0
human,36.8,198.64,0
human,36.9,198.64,0
human,37,198.64,0
human,37.1,198.64,0
human,37.2,198.64,0
human,37.3,198.64,0
human,37.4,198.64,0
human,37.5,198.64,0
human,37.6,198.64,0
human,37.7,198.64,0
human,37.8,198.64,0
human,37.9,198.64,0
human,38,198.64,0
human,38.1,198.64,0
human,38.2,198.64,0
human,38.3,198.64,0
human,38.4,198.64,0
human,38.5,198.64,0
human,38.6,198.64,0
human,38.7,198.64,0
human,38.8,198.64,0
human,38.9,198.64,0
human,39,198.64,0
human,39.1,198.64,0
human,39.2,198.64,0
human,39.3,198.64,0
human,39.4,198.64,0
human,39.5,198.64,0
human,39.6,198.64,0
human,39.7,198.64,0
human,39.8,198.64,0
human,39.9,198.64,0
human,40,198.64,0
human,40.1,198.64,0
human,40.2,198.64,0
human,40.3,198.64,0
human,40.4,198.64,0
human,40.5,198.64,0
human,40.6,198.64,0
human,40.7,198.64,0
human,40.8,198.64,0
human,40.9,198.64,0
human,41,198.64,0
human,41.1,198.64,0
human,41.2,198.64,0
human,41.3,198.64,0.01
human,41.4,198.64,0.02
human,41.5,198.65,0.05
human,41.6,198.65,0.09
human,41.7,198.67,0.13
human,41.8,198.69,0.18
human,41.9,198.71,0.24
human,42,198.74,0.31
human,42.1,198.78,0.38
human,42.2,198.83,0.46
human,42.3,198.88,0.53
human,42.4,198.94,0.62
human,42.5,199.01,0.7
human,42.6,199.09,0.78
human,42.7,199.18,0.87
human,42.8,199.27,0.96
human,42.9,199.38,1.05
human,43,199.49,1.14
human,43.1,199.61,1.23
human,43.2,199.75,1.33
human,43.3,199.89,1.42
human,43.4,199.93,1.51
human,43.5,200.11,1.75
human,43.6,200.3,1.99
human,43.7,200.53,2.23
human,43.8,200.77,2.47
human,43.9,201.04,2.71
human,44,201.34,2.95
human,44.1,201.66,3.19
human,44.2,202,3.44
human,44.3,202.37,3.68
human,44.4,202.76,3.92
human,44.5,203.18,4.16
human,44.6,203.62,4.39
human,44.7,204.08,4.62
human,44.8,204.56,4.85
human,44.9,205.07,5.08
human,45,205.6,5.3
human,45.1,206.15,5.52
human,45.2,206.73,5.73
human,45.3,207.32,5.93
human,45.4,207.93,6.13
human,45.5,208.57,6.32
human,45.6,209.22,6.51
human,45.7,209.88,6.68
human,45.8,210.57,6.85
human,45.9,211.27,7.01
human,46,211.99,7.17
human,46.1,212.72,7.31
human,46.2,213.46,7.45
human,46.3,214.22,7.57
human,46.4,214.99,7.69
human,46.5,215.77,7.81
human,46.6,216.56,7.91
human,46.7,217.36,8.01
human,46.8,218.17,8.1
human,46.9,218.99,8.18
human,47,219.82,8.25
human,47.1,220.65,8.32
human,47.2,221.49,8.39
human,47.3,221.63,8.44
human,47.4,222.48,8.5
human,47.5,223.34,8.55
human,47.6,224.19,8.59
human,47.7,225.06,8.63
human,47.8,225.92,8.66
human,47.9,226.79,8.7
human,48,227.67,8.73
human,48.1,228.54,8.75
human,48.2,229.42,8.78
human,48.3,230.3,8.8
human,48.4,231.18,8.82
human,48.5,232.06,8.83
human,48.6,232.95,8.85
human,48.7,233.83,8.86
human,48.8,234.72,8.87
human,48.9,235.61,8.89
human,49,236.5,8.9
human,49.1,237.39,8.9
human,49.2,238.28,8.91
human,49.3,239.17,8.92
human,49.4,240.07,8.92
human,49.5,240.96,8.93
human,49.6,241.85,8.94
human,49.7,242.75,8.94
human,49.8,243.64,8.94
human,49.9,244.53,8.95
human,50,245.43,8.95
human,50.1,246.33,8.95
human,50.2,247.22,8.95
human,50.3,248.12,8.96
human,50.4,249.01,8.96
human,50.5,249.91,8.96
human,50.6,250.8,8.96
human,50.7,251.7,8.96
human,50.8,252.6,8.96
human,50.9,253.49,8.96
human,51,254.39,8.97
human,51.1,255.29,8.97
human,51.2,256.18,8.97
human,51.3,257.08,8.97
human,51.4,257.98,8.97
human,51.5,258.87,8.97
human,51.6,259.77,8.97
human,51.7,260.67,8.97
human,51.8,261.56,8.97
human,51.9,262.46,8.97
human,52,263.36,8.97
human,52.1,264.26,8.97
human,52.2,265.15,8.97
human,52.3,266.05,8.97
human,52.4,266.95,8.97
human,52.5,267.84,8.97
human,52.6,268.74,8.97
human,52.7,269.64,8.97
human,52.8,270.53,8.97
human,52.9,271.43,8.97
human,53,272.33,8.97
human,53.1,273.22,8.97
human,53.2,274.12,8.97
human,53.3,275.02,8.97
human,53.4,275.91,8.97
human,53.5,276.81,8.97
human,53.6,277.71,8.97
human,53.7,278.6,8.97
human,53.8,279.5,8.97
human,53.9,280.4,8.97
human,54,281.29,8.97
human,54.1,282.19,8.97
human,54.2,283.09,8.97
human,54.3,283.98,8.97
human,54.4,284.88,8.96
human,54.5,285.78,8.96
human,54.6,286.67,8.96
human,54.7,287.57,8.96
human,54.8,288.47,8.96
human,54.9,289.36,8.96
human,55,290.26,8.96
human,55.1,291.15,8.96
human,55.2,292.05,8.96
human,55.3,292.95,8.96
human,55.4,293.84,8.96
human,55.5,294.74,8.96
human,55.6,295.64,8.96
human,55.7,296.53,8.96
human,55.8,297.43,8.96
human,55.9,298.32,8.96
human,56,299.22,8.96
human,56.1,300.12,8.96
human,56.2,301.01,8.96
human,56.3,301.91,8.96
human,56.4,302.8,8.96
human,56.5,303.7,8.96
human,56.6,304.6,8.96
human,56.7,305.49,8.96
human,56.8,306.39,8.96
human,56.9,307.28,8.96
human,57,308.18,8.96
human,57.1,309.08,8.96
human,57.2,309.97,8.96
human,57.3,310.87,8.96
human,57.4,311.76,8.96
human,57.5,312.66,8.96
human,57.6,313.55,8.96
human,57.7,314.45,8.96
human,57.8,315.35,8.96
human,57.9,316.24,8.96
human,58,317.14,8.96
human,58.1,318.03,8.96
human,58.2,318.93,8.96
human,58.3,319.82,8.96
human,58.4,320.72,8.96
human,58.5,321.62,8.96
human,58.6,322.51,8.96
human,58.7,323.41,8.96
human,58.8,324.3,8.96
human,58.9,325.2,8.95
human,59,326.09,8.95
human,37,5.1,7.42
human,37.1,5.85,7.49
human,37.2,6.61,7.56
human,37.3,7.37,7.62
human,37.4,8.14,7.68
human,37.5,8.91,7.73
human,37.6,9.69,7.78
human,37.7,10.47,7.83
human,37.8,11.26,7.87
human,37.9,12.05,7.9
human,38,12.84,7.93
human,38.1,13.64,7.96
human,38.2,14.43,7.99
human,38.3,15.24,8.01
human,38.4,16.04,8.03
human,38.5,16.84,8.05
human,38.6,17.65,8.06
human,38.7,18.46,8.08
human,38.8,19.27,8.09
human,38.9,20.08,8.1
human,39,20.89,8.11
human,39.1,21.7,8.12
human,39.2,22.51,8.12
human,39.3,23.32,8.13
human,39.4,24.14,8.13
human,39.5,24.95,8.14
human,39.6,25.77,8.14
human,39.7,26.58,8.15
human,39.8,27.4,8.15
human,39.9,28.21,8.15
human,40,29.03,8.15
human,40.1,29.84,8.15
human,40.2,30.66,8.15
human,40.3,31.47,8.15
human,40.4,32.29,8.15
human,40.5,33.1,8.15
human,40.6,33.92,8.15
human,40.7,34.73,8.15
human,40.8,35.55,8.15
human,40.9,36.36,8.15
human,41,37.17,8.14
human,41.1,37.99,8.14
human,41.2,38.8,8.14
human,41.3,39.62,8.14
human,41.4,40.43,8.14
human,41.5,41.24,8.14
human,41.6,42.06,8.13
human,41.7,42.87,8.13
human,41.8,43.68,8.13
human,41.9,44.5,8.13
human,42,45.31,8.13
human,42.1,46.12,8.12
human,42.2,46.93,8.12
human,42.3,47.75,8.12
human,42.4,48.56,8.12
human,42.5,49.37,8.11
human,42.6,50.18,8.11
human,42.7,50.99,8.11
human,42.8,51.8,8.11
human,42.9,52.61,8.1
human,43,53.42,8.1
human,43.1,54.23,8.1
human,43.2,55.04,8.1
human,43.3,55.85,8.09
human,43.4,56.66,8.09
human,43.5,57.47,8.09
human,43.6,58.28,8.09
human,43.7,59.08,8.08
human,43.8,59.89,8.08
human,43.9,60.7,8.08
human,44,61.51,8.08
human,44.1,62.32,8.07
human,44.2,63.12,8.07
human,44.3,63.93,8.07
human,44.4,64.74,8.06
human,44.5,65.54,8.06
human,44.6,66.35,8.06
human,44.7,67.15,8.06
human,44.8,67.96,8.05
human,44.9,68.76,8.05
human,45,69.57,8.05
human,45.1,70.37,8.05
human,45.2,71.18,8.04
human,45.3,71.98,8.04
human,45.4,72.79,8.04
human,45.5,73.59,8.04
human,45.6,74.39,8.03
human,45.7,75.2,8.03
human,45.8,76,8.03
human,45.9,76.8,8.03
human,46,77.6,8.02
human,46.1,78.41,8.02
human,46.2,79.21,8.02
human,46.3,80.01,8.02
human,46.4,80.81,8.01
human,46.5,81.61,8.01
human,46.6,82.41,8.01
human,46.7,83.21,8
human,46.8,84.01,8
human,46.9,84.81,8
human,47,85.61,8
human,47.1,86.41,7.99
human,47.2,87.21,7.99
human,47.3,88.01,7.99
human,47.4,88.81,7.99
human,47.5,89.61,7.98
human,47.6,90.4,7.98
human,47.7,91.2,7.98
human,47.8,92,7.98
human,47.9,92.8,7.97
human,48,93.59,7.97
human,48.1,94.39,7.97
human,48.2,95.19,7.96
human,48.3,95.98,7.96
human,48.4,96.78,7.96
human,48.5,97.57,7.96
human,48.6,98.37,7.95
human,48.7,99.16,7.95
human,48.8,99.96,7.95
human,48.9,100.75,7.94
human,49,101.55,7.94
human,49.1,102.34,7.94
human,49.2,103.13,7.93
human,49.3,103.93,7.93
human,49.4,104.72,7.93
human,49.5,105.51,7.92
human,49.6,106.31,7.92
human,49.7,107.1,7.92
human,49.8,107.89,7.91
human,49.9,108.68,7.91
human,50,109.47,7.91
human,50.1,110.26,7.9
human,50.2,111.05,7.9
human,50.3,111.84,7.89
human,50.4,112.63,7.89
human,50.5,113.42,7.89
human,50.6,114.2,7.88
human,50.7,114.99,7.88
human,50.8,115.78,7.87
human,50.9,116.57,7.87
human,51,117.35,7.86
human,51.1,118.14,7.86
human,51.2,118.92,7.85
human,51.3,119.71,7.85
human,51.4,120.49,7.84
human,51.5,121.28,7.84
human,51.6,122.06,7.83
human,51.7,122.84,7.83
human,51.8,123.63,7.82
human,51.9,124.41,7.82
human,52,125.19,7.81
human,52.1,125.97,7.8
human,52.2,126.75,7.8
human,52.3,127.53,7.79
human,52.4,128.31,7.78
human,52.5,129.08,7.78
human,52.6,129.86,7.77
human,52.7,130.64,7.76
human,52.8,131.41,7.75
human,52.9,132.19,7.75
human,53,132.96,7.74
human,53.1,133.73,7.73
human,53.2,134.51,7.72
human,53.3,135.28,7.71
human,53.4,136.05,7.7
human,53.5,136.82,7.69
human,53.6,137.58,7.68
human,53.7,138.35,7.67
human,53.8,139.12,7.65
human,53.9,139.88,7.64
human,54,140.64,7.62
human,54.1,141.4,7.61
human,54.2,142.16,7.59
human,54.3,142.92,7.57
human,54.4,143.67,7.55
human,54.5,144.43,7.53
human,54.6,145.18,7.5
human,54.7,145.93,7.48
human,54.8,146.67,7.45
human,54.9,147.41,7.42
human,55,148.15,7.38
human,55.1,148.89,7.35
human,55.2,149.62,7.31
human,55.3,150.34,7.26
human,55.4,151.06,7.22
human,55.5,151.78,7.17
human,55.6,152.49,7.12
human,55.7,153.2,7.06
human,55.8,153.9,7
human,55.9,154.59,6.94
human,56,155.28,6.87
human,56.1,155.96,6.8
human,56.2,156.63,6.72
human,56.3,157.3,6.64
human,56.4,157.95,6.55
human,56.5,158.6,6.46
human,56.6,159.23,6.36
human,56.7,159.86,6.26
human,56.8,160.48,6.15
human,56.9,161.08,6.04
human,57,161.67,5.91
human,57.1,162.25,5.78
human,57.2,162.81,5.65
human,57.3,163.37,5.51
human,57.4,163.9,5.37
human,57.5,164.42,5.22
human,57.6,164.93,5.07
human,57.7,165.42,4.91
human,57.8,165.9,4.75
human,57.9,166.36,4.59
human,58,166.8,4.42
human,58.1,167.22,4.25
human,58.2,167.63,4.08
human,58.3,168.02,3.9
human,58.4,168.39,3.71
human,58.5,168.75,3.53
human,58.6,169.08,3.35
human,58.7,169.4,3.17
human,58.8,169.7,2.99
human,58.9,169.98,2.82
human,59,170.25,2.66
human,40.6,5.1,7.96
human,40.7,5.91,8.06
human,40.8,6.72,8.16
human,40.9,7.55,8.26
human,41,8.38,8.35
human,41.1,9.23,8.45
human,41.2,10.08,8.55
human,41.3,10.95,8.64
human,41.4,11.82,8.74
human,41.5,12.71,8.84
human,41.6,13.6,8.93
human,41.7,14.5,9.03
human,41.8,15.41,9.13
human,41.9,16.34,9.22
human,42,17.27,9.32
human,42.1,18.21,9.41
human,42.2,19.16,9.51
human,42.3,20.12,9.6
human,42.4,21.09,9.7
human,42.5,22.07,9.79
human,42.6,23.06,9.88
human,42.7,24.06,9.98
human,42.8,25.06,10.07
human,42.9,26.08,10.16
human,43,27.1,10.25
human,43.1,28.14,10.34
human,43.2,29.18,10.43
human,43.3,30.23,10.52
human,43.4,31.29,10.6
human,43.5,32.36,10.67
human,43.6,33.44,10.74
human,43.7,34.52,10.81
human,43.8,35.6,10.87
human,43.9,36.7,10.92
human,44,37.79,10.97
human,44.1,38.89,11.02
human,44.2,40,11.06
human,44.3,41.11,11.1
human,44.4,42.22,11.13
human,44.5,43.34,11.17
human,44.6,44.46,11.2
human,44.7,45.58,11.23
human,44.8,46.71,11.25
human,44.9,47.83,11.27
human,45,48.96,11.29
human,45.1,50.1,11.31
human,45.2,51.23,11.33
human,45.3,52.36,11.34
human,45.4,53.5,11.36
human,45.5,54.64,11.37
human,45.6,55.77,11.38
human,45.7,56.91,11.39
human,45.8,58.05,11.4
human,45.9,59.19,11.41
human,46,60.33,11.41
human,46.1,61.48,11.42
human,46.2,62.62,11.43
human,46.3,63.76,11.43
human,46.4,64.91,11.44
human,46.5,66.05,11.44
human,46.6,67.19,11.44
human,46.7,68.34,11.44
human,46.8,69.48,11.45
human,46.9,70.63,11.45
human,47,71.77,11.45
human,47.1,72.92,11.45
human,47.2,74.06,11.45
human,47.3,75.21,11.45
human,47.4,76.35,11.45
human,47.5,77.5,11.45
human,47.6,78.64,11.45
human,47.7,79.79,11.45
human,47.8,80.93,11.45
human,47.9,82.08,11.44
human,48,83.22,11.44
human,48.1,84.36,11.44
human,48.2,85.51,11.44
human,48.3,86.65,11.44
human,48.4,87.8,11.44
human,48.5,88.94,11.43
human,48.6,90.08,11.43
human,48.7,91.22,11.43
human,48.8,92.37,11.43
human,48.9,93.51,11.42
human,49,94.65,11.42
human,49.1,95.79,11.42
human,49.2,96.93,11.41
human,49.3,98.08,11.41
human,49.4,99.22,11.41
human,49.5,100.36,11.4
human,49.6,101.5,11.4
human,49.7,102.63,11.39
human,49.8,103.77,11.39
human,49.9,104.91,11.38
human,50,106.05,11.38
human,50.1,107.19,11.37
human,50.2,108.32,11.37
human,50.3,109.46,11.36
human,50.4,110.6,11.36
human,50.5,111.73,11.35
human,50.6,112.86,11.34
human,50.7,114,11.33
human,50.8,115.13,11.32
human,50.9,116.26,11.31
human,51,117.39,11.3
human,51.1,118.52,11.29
human,51.2,119.65,11.28
human,51.3,120.78,11.27
human,51.4,121.9,11.26
human,51.5,123.03,11.24
human,51.6,124.15,11.23
human,51.7,125.27,11.21
human,51.8,126.39,11.19
human,51.9,127.51,11.17
human,52,128.62,11.15
human,52.1,129.73,11.13
human,52.2,130.84,11.11
human,52.3,131.95,11.08
human,52.4,133.06,11.06
human,52.5,134.16,11.03
human,52.6,135.26,11
human,52.7,136.36,10.97
human,52.8,137.45,10.93
human,52.9,138.54,10.9
human,53,139.63,10.86
human,53.1,140.71,10.82
human,53.2,141.79,10.78
human,53.3,142.86,10.73
human,53.4,143.93,10.68
human,53.5,144.99,10.63
human,53.6,146.05,10.56
human,53.7,147.1,10.48
human,53.8,148.14,10.4
human,53.9,149.17,10.31
human,54,150.19,10.21
human,54.1,151.2,10.1
human,54.2,152.2,9.99
human,54.3,153.18,9.87
human,54.4,154.16,9.74
human,54.5,155.12,9.6
human,54.6,156.06,9.46
human,54.7,156.99,9.31
human,54.8,157.91,9.15
human,54.9,158.81,8.98
human,55,159.69,8.81
human,55.1,160.55,8.63
human,55.2,161.4,8.45
human,55.3,162.22,8.25
human,55.4,163.03,8.06
human,55.5,163.81,7.86
human,55.6,164.58,7.65
human,55.7,165.32,7.44
human,55.8,166.04,7.23
human,55.9,166.75,7.02
human,56,167.43,6.8
human,56.1,168.09,6.59
human,56.2,168.72,6.37
human,56.3,169.34,6.16
human,56.4,169.93,5.95
human,56.5,170.51,5.74
human,56.6,171.06,5.54
human,56.7,171.6,5.34
human,56.8,172.11,5.14
human,56.9,172.6,4.95
human,57,173.08,4.76
human,57.1,173.54,4.58
human,57.2,173.98,4.4
human,57.3,174.4,4.22
human,57.4,174.81,4.06
human,57.5,175.2,3.9
human,57.6,175.57,3.74
human,57.7,175.93,3.59
human,57.8,176.27,3.45
human,57.9,176.61,3.32
human,58,176.92,3.19
human,58.1,177.23,3.06
human,58.2,177.53,2.94
human,58.3,177.81,2.81
human,58.4,178.07,2.68
human,58.5,178.33,2.56
human,58.6,178.57,2.43
human,58.7,178.8,2.31
human,58.8,179.02,2.2
human,58.9,179.23,2.09
human,59,179.43,2
human,44.2,5.1,0.63
human,44.3,5.17,0.73
human,44.4,5.26,0.82
human,44.5,5.35,0.92
human,44.6,5.45,1.02
human,44.7,5.56,1.12
human,44.8,5.68,1.22
human,44.9,5.82,1.32
human,45,5.96,1.42
human,45.1,6.11,1.52
human,45.2,6.27,1.61
human,45.3,6.44,1.71
human,45.4,6.62,1.81
human,45.5,6.81,1.91
human,45.6,7.01,2.01
human,45.7,7.22,2.11
human,45.8,7.45,2.21
human,45.9,7.68,2.31
human,46,7.92,2.4
human,46.1,8.17,2.5
human,46.2,8.43,2.6
human,46.3,8.7,2.7
human,46.4,8.98,2.8
human,46.5,9.27,2.9
human,46.6,9.57,3
human,46.7,9.88,3.1
human,46.8,10.2,3.2
human,46.9,10.53,3.29
human,47,10.86,3.39
human,47.1,11.21,3.49
human,47.2,11.57,3.59
human,47.3,11.94,3.69
human,47.4,12.32,3.79
human,47.5,12.71,3.89
human,47.6,13.11,3.99
human,47.7,13.52,4.08
human,47.8,13.93,4.18
human,47.9,14.36,4.28
human,48,14.8,4.38
human,48.1,15.25,4.48
human,48.2,15.71,4.58
human,48.3,16.17,4.68
human,48.4,16.65,4.78
human,48.5,17.14,4.88
human,48.6,17.64,4.97
human,48.7,18.15,5.07
human,48.8,18.66,5.17
human,48.9,19.19,5.27
human,49,19.73,5.37
human,49.1,20.27,5.47
human,49.2,20.83,5.57
human,49.3,21.4,5.67
human,49.4,21.97,5.77
human,49.5,22.56,5.86
human,49.6,23.16,5.96
human,49.7,23.76,6.06
human,49.8,24.38,6.16
human,49.9,25,6.26
human,50,25.64,6.36
