type,time,relative_position,speed
rl,12.5,101.25,9.15
rl,12.6,102.17,9.15
rl,12.7,103.08,9.15
rl,12.8,104,9.15
rl,12.9,104.91,9.15
rl,13,105.82,9.15
rl,13.1,106.74,9.15
rl,13.2,107.65,9.15
rl,13.3,108.57,9.15
rl,13.4,109.48,9.15
rl,13.5,110.4,9.15
rl,13.6,111.31,9.15
rl,13.7,112.23,9.15
rl,13.8,113.14,9.15
rl,13.9,114.06,9.15
rl,14,114.97,9.15
rl,14.1,115.89,9.15
rl,14.2,116.8,9.15
rl,14.3,117.72,9.15
rl,14.4,118.63,9.15
rl,14.5,119.55,9.15
rl,14.6,120.46,9.15
rl,14.7,121.38,9.15
rl,14.8,122.29,9.15
rl,14.9,123.21,9.15
rl,15,124.12,9.15
rl,15.1,125.04,9.15
rl,15.2,125.95,9.15
rl,15.3,126.87,9.15
rl,15.4,127.78,9.15
rl,15.5,128.7,9.15
rl,15.6,129.61,9.15
rl,15.7,130.53,9.15
rl,15.8,131.44,9.15
rl,15.9,132.36,9.15
rl,16,133.27,9.15
rl,16.1,134.19,9.15
rl,16.2,135.1,9.15
rl,16.3,136.02,9.15
rl,16.4,136.93,9.15
rl,16.5,137.84,9.15
rl,16.6,138.76,9.15
rl,16.7,139.67,9.15
rl,16.8,140.59,9.15
rl,16.9,141.5,9.15
rl,17,142.42,9.15
rl,17.1,143.33,9.15
rl,17.2,144.25,9.15
rl,17.3,145.16,9.15
rl,17.4,146.08,9.15
rl,17.5,146.99,9.15
rl,17.6,147.91,9.15
rl,17.7,148.82,9.15
rl,17.8,149.74,9.15
rl,17.9,150.65,9.15
rl,18,151.57,9.15
rl,18.1,152.48,9.15
rl,18.2,153.4,9.15
rl,18.3,154.31,9.15
rl,18.4,155.23,9.15
rl,18.5,156.14,9.15
rl,18.6,157.06,9.15
rl,18.7,157.97,9.15
rl,18.8,158.89,9.15
rl,18.9,159.8,9.15
rl,19,160.72,9.15
rl,19.1,161.63,9.15
rl,19.2,162.55,9.15
rl,19.3,163.46,9.15
rl,19.4,164.38,9.15
rl,19.5,165.29,9.15
rl,19.6,166.21,9.15
rl,19.7,167.12,9.15
rl,19.8,168.04,9.15
rl,19.9,168.95,9.15
rl,20,169.87,9.15
rl,20.1,170.78,9.15
rl,20.2,171.69,9.15
rl,20.3,172.61,9.15
rl,20.4,173.52,9.15
rl,20.5,174.44,9.15
rl,20.6,175.35,9.15
rl,20.7,176.27,9.15
rl,20.8,177.18,9.15
rl,20.9,178.1,9.15
rl,21,179.01,9.15
rl,21.1,179.93,9.15
rl,21.2,180.84,9.15
rl,21.3,181.76,9.15
rl,21.4,182.67,9.15
rl,21.5,183.59,9.15
rl,21.6,184.5,9.15
rl,21.7,185.42,9.15
rl,21.8,186.33,9.15
rl,21.9,187.25,9.15
rl,22,188.16,9.15
rl,22.1,189.08,9.15
rl,22.2,189.99,9.15
rl,22.3,190.91,9.15
rl,22.4,191.73,8.22
rl,22.5,192.48,7.54
rl,22.6,193.18,7
rl,22.7,193.84,6.54
rl,22.8,194.45,6.13
rl,22.9,195.03,5.76
rl,23,195.57,5.42
rl,23.1,196.08,5.1
rl,23.2,196.56,4.79
rl,23.3,197.01,4.5
rl,23.4,197.43,4.22
rl,23.5,197.82,3.95
rl,23.6,198.19,3.68
rl,23.7,198.53,3.43
rl,23.8,198.85,3.16
rl,23.9,199.14,2.93
rl,24,199.42,2.72
rl,24.1,199.67,2.51
rl,24.2,199.9,2.31
rl,24.3,200.01,2.12
rl,24.4,200.2,1.94
rl,24.5,200.38,1.75
rl,24.6,200.57,1.91
rl,24.7,200.77,1.97
rl,24.8,200.95,1.8
rl,24.9,201.14,1.9
rl,25,201.34,2.01
rl,25.1,201.54,1.99
rl,25.2,201.71,1.7
rl,25.3,201.85,1.4
rl,25.4,202.01,1.59
rl,25.5,202.17,1.67
rl,25.6,202.35,1.72
rl,25.7,202.49,1.43
rl,25.8,202.65,1.59
rl,25.9,202.78,1.3
rl,26,202.92,1.42
rl,26.1,203.07,1.55
rl,26.2,203.2,1.26
rl,26.3,203.34,1.39
rl,26.4,203.47,1.32
rl,26.5,203.57,1.02
rl,26.6,203.65,0.73
rl,26.7,203.74,0.93
rl,26.8,203.85,1.08
rl,26.9,203.92,0.78
rl,27,203.97,0.48
rl,27.1,204.02,0.49
rl,27.2,204.09,0.71
rl,27.3,204.13,0.42
rl,27.4,204.15,0.12
rl,27.5,204.18,0.38
rl,27.6,204.2,0.12
rl,27.7,204.23,0.37
rl,27.8,204.25,0.13
rl,27.9,204.26,0.08
rl,28,204.26,0
rl,28.1,204.26,0
rl,28.2,204.26,0
rl,28.3,204.28,0.26
rl,28.4,204.3,0.17
rl,28.5,204.34,0.43
rl,28.6,204.35,0.13
rl,28.7,204.35,0
rl,28.8,204.35,0
rl,28.9,204.35,0
rl,29,204.35,0
rl,29.1,204.36,0.02
rl,29.2,204.36,0
rl,29.3,204.36,0
rl,29.4,204.38,0.26
rl,29.5,204.43,0.5
rl,29.6,204.45,0.22
rl,29.7,204.45,0
rl,29.8,204.47,0.18
rl,29.9,204.51,0.43
rl,30,204.53,0.13
rl,30.1,204.53,0
rl,30.2,204.53,0
rl,30.3,204.55,0.26
rl,30.4,204.6,0.46
rl,30.5,204.66,0.61
rl,30.6,204.71,0.47
rl,30.7,204.73,0.23
rl,30.8,204.77,0.37
rl,30.9,204.82,0.51
rl,31,204.87,0.49
rl,31.1,204.91,0.44
rl,31.2,204.95,0.4
rl,31.3,204.96,0.1
rl,31.4,204.99,0.29
rl,31.5,204.99,0
rl,31.6,205.02,0.26
rl,31.7,205.05,0.35
rl,31.8,205.06,0.05
rl,31.9,205.06,0
rl,32,205.07,0.1
rl,32.1,205.07,0
rl,32.2,205.09,0.26
rl,32.3,205.09,0
rl,32.4,205.09,0
rl,32.5,205.12,0.26
rl,32.6,205.14,0.16
rl,32.7,205.14,0
rl,32.8,205.15,0.17
rl,32.9,205.16,0.1
rl,33,205.16,0
rl,33.1,205.19,0.26
rl,33.2,205.19,0
rl,33.3,205.22,0.26
rl,33.4,205.22,0
rl,33.5,205.22,0
rl,33.6,205.24,0.26
rl,33.7,205.24,0
rl,33.8,205.27,0.26
rl,33.9,205.27,0
rl,34,205.27,0
rl,34.1,205.29,0.19
rl,34.2,205.29,0
rl,34.3,205.29,0
rl,34.4,205.29,0
rl,34.5,205.29,0
rl,34.6,205.29,0
rl,34.7,205.31,0.26
rl,34.8,205.31,0
rl,34.9,205.31,0
rl,35,205.31,0
rl,35.1,205.34,0.26
rl,35.2,205.34,0
rl,35.3,205.34,0
rl,35.4,205.34,0
rl,35.5,205.35,0.1
rl,35.6,205.35,0
rl,35.7,205.35,0
rl,35.8,205.35,0
rl,35.9,205.35,0
rl,36,205.35,0
rl,36.1,205.35,0
rl,36.2,205.35,0
rl,36.3,205.35,0
rl,36.4,205.35,0
rl,36.5,205.35,0
rl,36.6,205.35,0
rl,36.7,205.35,0
rl,36.8,205.35,0
rl,36.9,205.35,0
rl,37,205.35,0
rl,37.1,205.35,0
rl,37.2,205.35,0
rl,37.3,205.35,0
rl,37.4,205.35,0
rl,37.5,205.35,0
rl,37.6,205.35,0
rl,37.7,205.35,0
rl,37.8,205.35,0
rl,37.9,205.35,0
rl,38,205.35,0
rl,38.1,205.35,0
rl,38.2,205.35,0
rl,38.3,205.35,0
rl,38.4,205.35,0
rl,38.5,205.35,0
rl,38.6,205.35,0
rl,38.7,205.35,0
rl,38.8,205.35,0
rl,38.9,205.35,0
rl,39,205.35,0
rl,39.1,205.35,0
rl,39.2,205.35,0
rl,39.3,205.35,0
rl,39.4,205.35,0
rl,39.5,205.35,0
rl,39.6,205.35,0
rl,39.7,205.35,0
rl,39.8,205.35,0
rl,39.9,205.35,0
rl,40,205.35,0
rl,40.1,205.35,0
rl,40.2,205.35,0
rl,40.3,205.35,0
rl,40.4,205.35,0
rl,40.5,205.35,0
rl,40.6,205.35,0
rl,40.7,205.35,0
rl,40.8,205.35,0
rl,40.9,205.35,0
rl,41,205.35,0
rl,41.1,205.35,0
rl,41.2,205.35,0
rl,41.3,205.35,0
rl,41.4,205.35,0
rl,41.5,205.35,0
rl,41.6,205.35,0
rl,41.7,205.35,0
rl,41.8,205.35,0
rl,41.9,205.35,0
rl,42,205.35,0
rl,42.1,205.35,0
rl,42.2,205.35,0
rl,42.3,205.35,0
rl,42.4,205.35,0
rl,42.5,205.35,0
rl,42.6,205.35,0
rl,42.7,205.35,0
rl,42.8,205.35,0
rl,42.9,205.35,0
rl,43,205.35,0
rl,43.1,205.35,0
rl,43.2,205.35,0
rl,43.3,205.35,0
rl,43.4,205.35,0
rl,43.5,205.35,0
rl,43.6,205.35,0
rl,43.7,205.35,0
rl,43.8,205.35,0
rl,43.9,205.35,0
rl,44,205.35,0
rl,44.1,205.35,0
rl,44.2,205.35,0
rl,44.3,205.35,0
rl,44.4,205.35,0
rl,44.5,205.35,0
rl,44.6,205.35,0
rl,44.7,205.35,0
rl,44.8,205.35,0
rl,44.9,205.35,0
rl,45,205.35,0
rl,45.1,205.35,0
rl,45.2,205.35,0
rl,45.3,205.35,0
rl,45.4,205.35,0
rl,45.5,205.35,0
rl,45.6,205.35,0
rl,45.7,205.35,0
rl,45.8,205.35,0
rl,45.9,205.35,0
rl,46,205.35,0
rl,46.1,205.35,0
rl,46.2,205.35,0
rl,46.3,205.35,0
rl,46.4,205.35,0
rl,46.5,205.35,0
rl,46.6,205.35,0
rl,46.7,205.35,0
rl,46.8,205.35,0
rl,46.9,205.35,0
rl,47,205.35,0
rl,47.1,205.35,0
rl,47.2,205.35,0
rl,47.3,205.35,0
rl,47.4,205.35,0
rl,47.5,205.35,0
rl,47.6,205.35,0
rl,47.7,205.35,0
rl,47.8,205.35,0
rl,47.9,205.35,0
rl,48,205.35,0
rl,48.1,205.35,0
rl,48.2,205.35,0
rl,48.3,205.35,0
rl,48.4,205.35,0
rl,48.5,205.35,0
rl,48.6,205.35,0
rl,48.7,205.35,0
rl,48.8,205.35,0
rl,48.9,205.35,0
rl,49,205.35,0
rl,49.1,205.35,0
rl,49.2,205.35,0
rl,49.3,205.35,0
rl,49.4,205.35,0
rl,49.5,205.35,0
rl,49.6,205.35,0
rl,49.7,205.35,0
rl,49.8,205.35,0
rl,49.9,205.35,0
rl,50,205.35,0
rl,50.1,205.35,0
rl,50.2,205.35,0
rl,50.3,205.35,0
rl,50.4,205.35,0
rl,50.5,205.35,0
rl,50.6,205.35,0
rl,50.7,205.35,0
rl,50.8,205.35,0
rl,50.9,205.35,0
rl,51,205.35,0
rl,51.1,205.35,0
rl,51.2,205.35,0
rl,51.3,205.35,0
rl,51.4,205.35,0
rl,51.5,205.35,0
rl,51.6,205.35,0
rl,51.7,205.35,0
rl,51.8,205.35,0
rl,51.9,205.35,0
rl,52,205.35,0
rl,52.1,205.35,0
rl,52.2,205.35,0
rl,52.3,205.35,0
rl,52.4,205.35,0
rl,52.5,205.35,0
rl,52.6,205.35,0
rl,52.7,205.35,0
rl,52.8,205.35,0
rl,52.9,205.35,0
rl,53,205.35,0
rl,53.1,205.35,0
rl,53.2,205.35,0
rl,53.3,205.35,0
rl,53.4,205.35,0
rl,53.5,205.35,0
rl,53.6,205.35,0
rl,53.7,205.35,0
rl,53.8,205.35,0
rl,53.9,205.35,0
rl,54,205.35,0
rl,54.1,205.35,0
rl,54.2,205.35,0
rl,54.3,205.35,0
rl,54.4,205.35,0
rl,54.5,205.35,0
rl,54.6,205.35,0
rl,54.7,205.35,0
rl,54.8,205.35,0
rl,54.9,205.35,0
rl,55,205.35,0
rl,55.1,205.35,0
rl,55.2,205.35,0
rl,55.3,205.35,0
rl,55.4,205.35,0
rl,55.5,205.35,0
rl,55.6,205.35,0
rl,55.7,205.35,0
rl,55.8,205.35,0
rl,55.9,205.35,0
rl,56,205.35,0
rl,56.1,205.35,0
rl,56.2,205.35,0
rl,56.3,205.35,0
rl,56.4,205.35,0
rl,56.5,205.35,0
rl,56.6,205.35,0
rl,56.7,205.35,0
rl,56.8,205.35,0
rl,56.9,205.35,0
rl,57,205.35,0
rl,57.1,205.35,0
rl,57.2,205.35,0
rl,57.3,205.35,0
rl,57.4,205.35,0
rl,57.5,205.35,0
rl,57.6,205.35,0
rl,57.7,205.35,0
rl,57.8,205.35,0
rl,57.9,205.35,0
rl,58,205.35,0
rl,58.1,205.35,0
rl,58.2,205.35,0
rl,58.3,205.35,0
rl,58.4,205.35,0
rl,58.5,205.35,0
rl,58.6,205.35,0
rl,58.7,205.35,0
rl,58.8,205.35,0
rl,58.9,205.35,0
human,1,5.1,3.59
human,1.1,5.47,3.69
human,1.2,5.85,3.79
human,1.3,6.24,3.89
human,1.4,6.64,3.99
human,1.5,7.04,4.09
human,1.6,7.46,4.19
human,1.7,7.89,4.29
human,1.8,8.33,4.38
human,1.9,8.78,4.48
human,2,9.24,4.58
human,2.1,9.71,4.68
human,2.2,10.18,4.78
human,2.3,10.67,4.88
human,2.4,11.17,4.98
human,2.5,11.68,5.08
human,2.6,12.19,5.18
human,2.7,12.72,5.27
human,2.8,13.26,5.37
human,2.9,13.81,5.47
human,3,14.36,5.57
human,3.1,14.93,5.67
human,3.2,15.51,5.77
human,3.3,16.09,5.87
human,3.4,16.69,5.97
human,3.5,17.3,6.07
human,3.6,17.91,6.16
human,3.7,18.54,6.26
human,3.8,19.18,6.36
human,3.9,19.82,6.46
human,4,20.48,6.56
human,4.1,21.14,6.66
human,4.2,21.82,6.76
human,4.3,22.51,6.86
human,4.4,23.2,6.96
human,4.5,23.91,7.05
human,4.6,24.62,7.15
human,4.7,25.35,7.25
human,4.8,26.08,7.35
human,4.9,26.83,7.45
human,5,27.58,7.55
human,5.1,28.35,7.65
human,5.2,29.12,7.74
human,5.3,29.91,7.84
human,5.4,30.7,7.94
human,5.5,31.5,8.04
human,5.6,32.32,8.14
human,5.7,33.14,8.24
human,5.8,33.97,8.34
human,5.9,34.82,8.43
human,6,35.67,8.53
human,6.1,36.53,8.63
human,6.2,37.41,8.73
human,6.3,38.29,8.83
human,6.4,39.18,8.93
human,6.5,40.09,9.02
human,6.6,41,9.12
human,6.7,41.92,9.2
human,6.8,42.85,9.28
human,6.9,43.78,9.36
human,7,44.72,9.42
human,7.1,45.67,9.49
human,7.2,46.63,9.54
human,7.3,47.59,9.59
human,7.4,48.55,9.64
human,7.5,49.52,9.68
human,7.6,50.49,9.72
human,7.7,51.47,9.76
human,7.8,52.45,9.79
human,7.9,53.43,9.82
human,8,54.41,9.84
human,8.1,55.4,9.87
human,8.2,56.39,9.89
human,8.3,57.38,9.91
human,8.4,58.37,9.92
human,8.5,59.36,9.94
human,8.6,60.36,9.95
human,8.7,61.36,9.96
human,8.8,62.35,9.98
human,8.9,63.35,9.99
human,9,64.35,9.99
human,9.1,65.35,10
human,9.2,66.35,10.01
human,9.3,67.35,10.01
human,9.4,68.36,10.02
human,9.5,69.36,10.02
human,9.6,70.36,10.03
human,9.7,71.36,10.03
human,9.8,72.37,10.03
human,9.9,73.37,10.04
human,10,74.37,10.04
human,10.1,75.38,10.04
human,10.2,76.38,10.04
human,10.3,77.39,10.04
human,10.4,78.39,10.04
human,10.5,79.4,10.04
human,10.6,80.4,10.04
human,10.7,81.4,10.04
human,10.8,82.41,10.04
human,10.9,83.41,10.04
human,11,84.42,10.04
human,11.1,85.42,10.04
human,11.2,86.43,10.04
human,11.3,87.43,10.04
human,11.4,88.43,10.04
human,11.5,89.44,10.04
human,11.6,90.44,10.04
human,11.7,91.44,10.04
human,11.8,92.45,10.03
human,11.9,93.45,10.03
human,12,94.45,10.03
human,12.1,95.46,10.03
human,12.2,96.46,10.03
human,12.3,97.46,10.02
human,12.4,98.46,10.02
human,12.5,99.47,10.02
human,12.6,100.47,10.02
human,12.7,101.47,10.02
human,12.8,102.47,10.01
human,12.9,103.47,10.01
human,13,104.47,10.01
human,13.1,105.47,10.01
human,13.2,106.47,10
human,13.3,107.47,10
human,13.4,108.47,10
human,13.5,109.47,9.99
human,13.6,110.47,9.99
human,13.7,111.47,9.99
human,13.8,112.47,9.98
human,13.9,113.47,9.98
human,14,114.47,9.98
human,14.1,115.46,9.97
human,14.2,116.46,9.97
human,14.3,117.46,9.97
human,14.4,118.45,9.96
human,14.5,119.45,9.96
human,14.6,120.44,9.95
human,14.7,121.44,9.95
human,14.8,122.43,9.94
human,14.9,123.43,9.94
human,15,124.42,9.93
human,15.1,125.41,9.93
human,15.2,126.41,9.92
human,15.3,127.4,9.92
human,15.4,128.39,9.91
human,15.5,129.38,9.91
human,15.6,130.37,9.9
human,15.7,131.36,9.89
human,15.8,132.35,9.89
human,15.9,133.34,9.88
human,16,134.32,9.87
human,16.1,135.31,9.87
human,16.2,136.3,9.86
human,16.3,137.28,9.85
human,16.4,138.26,9.84
human,16.5,139.25,9.83
human,16.6,140.23,9.82
human,16.7,141.21,9.81
human,16.8,142.19,9.8
human,16.9,143.17,9.79
human,17,144.15,9.78
human,17.1,145.13,9.77
human,17.2,146.1,9.76
human,17.3,147.08,9.75
human,17.4,148.05,9.74
human,17.5,149.02,9.72
human,17.6,149.99,9.71
human,17.7,150.96,9.69
human,17.8,151.93,9.68
human,17.9,152.9,9.66
human,18,153.86,9.64
human,18.1,154.82,9.63
human,18.2,155.78,9.61
human,18.3,156.74,9.59
human,18.4,157.7,9.57
human,18.5,158.66,9.55
human,18.6,159.61,9.52
human,18.7,160.56,9.5
human,18.8,161.5,9.47
human,18.9,162.45,9.45
human,19,163.39,9.42
human,19.1,164.33,9.39
human,19.2,165.27,9.36
human,19.3,166.2,9.32
human,19.4,167.13,9.29
human,19.5,168.05,9.25
human,19.6,168.97,9.21
human,19.7,169.89,9.17
human,19.8,170.8,9.12
human,19.9,171.71,9.07
human,20,172.61,9.02
human,20.1,173.51,8.97
human,20.2,174.4,8.91
human,20.3,175.28,8.85
human,20.4,176.16,8.78
human,20.5,177.03,8.71
human,20.6,177.89,8.63
human,20.7,178.75,8.55
human,20.8,179.6,8.47
human,20.9,180.43,8.37
human,21,181.26,8.28
human,21.1,182.08,8.17
human,21.2,182.88,8.06
human,21.3,183.68,7.94
human,21.4,184.46,7.81
human,21.5,185.23,7.68
human,21.6,185.98,7.53
human,21.7,186.72,7.38
human,21.8,187.44,7.21
human,21.9,188.14,7.04
human,22,188.83,6.85
human,22.1,189.49,6.66
human,22.2,190.14,6.46
human,22.3,190.76,6.25
human,22.4,191.37,6.02
human,22.5,191.95,5.79
human,22.6,192.5,5.56
human,22.7,193.03,5.31
human,22.8,193.54,5.06
human,22.9,194.02,4.81
human,23,194.47,4.55
human,23.1,194.9,4.29
human,23.2,195.31,4.04
human,23.3,195.69,3.78
human,23.4,196.04,3.53
human,23.5,196.37,3.29
human,23.6,196.67,3.05
human,23.7,196.96,2.82
human,23.8,197.25,2.92
human,23.9,197.55,3
human,24,197.85,3.07
human,24.1,198.17,3.13
human,24.2,198.49,3.19
human,24.3,198.81,3.24
human,24.4,199.14,3.29
human,24.5,199.47,3.33
human,24.6,199.81,3.37
human,24.7,199.96,3.4
human,24.8,200.3,3.41
human,24.9,200.64,3.39
human,25,200.97,3.34
human,25.1,201.3,3.24
human,25.2,201.61,3.12
human,25.3,201.91,2.98
human,25.4,202.19,2.81
human,25.5,202.45,2.64
human,25.6,202.7,2.46
human,25.7,202.93,2.27
human,25.8,203.13,2.1
human,25.9,203.33,1.92
human,26,203.5,1.76
human,26.1,203.66,1.61
human,26.2,203.81,1.47
human,26.3,203.94,1.33
human,26.4,204.07,1.21
human,26.5,204.18,1.1
human,26.6,204.28,1
human,26.7,204.37,0.91
human,26.8,204.45,0.82
human,26.9,204.52,0.75
human,27,204.59,0.68
human,27.1,204.65,0.62
human,27.2,204.71,0.56
human,27.3,204.76,0.51
human,27.4,204.8,0.46
human,27.5,204.85,0.42
human,27.6,204.88,0.38
human,27.7,204.92,0.34
human,27.8,204.95,0.31
human,27.9,204.98,0.28
human,28,205,0.26
human,28.1,205.03,0.23
human,28.2,205.05,0.21
human,28.3,205.07,0.19
human,28.4,205.09,0.18
human,28.5,205.1,0.16
human,28.6,205.12,0.14
human,28.7,205.13,0.13
human,28.8,205.14,0.12
human,28.9,205.15,0.11
human,29,205.16,0.1
human,29.1,205.17,0.09
human,29.2,205.18,0.08
human,29.3,205.19,0.07
human,29.4,205.19,0.07
human,29.5,205.2,0.06
human,29.6,205.2,0.06
human,29.7,205.21,0.05
human,29.8,205.21,0.05
human,29.9,205.21,0
human,30,205.24,0.26
human,30.1,205.24,0
human,30.2,205.26,0.18
human,30.3,205.26,0
human,30.4,205.26,0
human,30.5,205.26,0
human,30.6,205.26,0
human,30.7,205.26,0
human,30.8,205.26,0
human,30.9,205.26,0
human,31,205.26,0
human,31.1,205.26,0
human,31.2,205.26,0
human,31.3,205.26,0
human,31.4,205.26,0
human,31.5,205.26,0
human,31.6,205.26,0
human,31.7,205.26,0
human,31.8,205.26,0
human,31.9,205.26,0
human,32,205.26,0
human,32.1,205.26,0
human,32.2,205.26,0
human,32.3,205.26,0
human,32.4,205.26,0
human,32.5,205.26,0
human,32.6,205.26,0
human,32.7,205.26,0
human,32.8,205.26,0
human,32.9,205.26,0
human,33,205.26,0
human,33.1,205.26,0
human,33.2,205.26,0
human,33.3,205.26,0
human,33.4,205.26,0
human,33.5,205.26,0
human,33.6,205.26,0
human,33.7,205.26,0
human,33.8,205.26,0
human,33.9,205.26,0
human,34,205.26,0
human,34.1,205.26,0
human,34.2,205.26,0
human,34.3,205.26,0
human,34.4,205.26,0
human,34.5,205.26,0
human,34.6,205.26,0
human,34.7,205.26,0
human,34.8,205.26,0
human,34.9,205.26,0
human,35,205.26,0
human,35.1,205.26,0
human,35.2,205.26,0
human,35.3,205.26,0
human,35.4,205.26,0
human,35.5,205.26,0
human,35.6,205.26,0
human,35.7,205.26,0
human,35.8,205.26,0
human,35.9,205.26,0
human,36,205.26,0
human,36.1,205.26,0
human,36.2,205.26,0
human,36.3,205.26,0
human,36.4,205.26,0
human,36.5,205.26,0
human,36.6,205.26,0
human,36.7,205.26,0
human,36.8,205.26,0
human,36.9,205.26,0
human,37,205.26,0
human,37.1,205.26,0
human,37.2,205.26,0
human,37.3,205.26,0
human,37.4,205.26,0
human,37.5,205.26,0
human,37.6,205.26,0
human,37.7,205.26,0
human,37.8,205.26,0
human,37.9,205.26,0
human,38,205.26,0
human,38.1,205.26,0
human,38.2,205.26,0
human,38.3,205.26,0
human,38.4,205.26,0
human,38.5,205.26,0
human,38.6,205.26,0
human,38.7,205.26,0
human,38.8,205.26,0
human,38.9,205.26,0
human,39,205.26,0
human,39.1,205.26,0
human,39.2,205.26,0
human,39.3,205.26,0
human,39.4,205.26,0
human,39.5,205.26,0
human,39.6,205.26,0
human,39.7,205.26,0
human,39.8,205.26,0
human,39.9,205.26,0
human,40,205.26,0
human,40.1,205.26,0
human,40.2,205.26,0
human,40.3,205.26,0
human,40.4,205.26,0
human,40.5,205.26,0
human,40.6,205.26,0
human,40.7,205.26,0
human,40.8,205.26,0
human,40.9,205.26,0
human,41,205.26,0
human,41.1,205.26,0
human,41.2,205.26,0
human,41.3,205.26,0
human,41.4,205.26,0
human,41.5,205.26,0
human,41.6,205.26,0
human,41.7,205.26,0
human,41.8,205.26,0
human,41.9,205.26,0
human,42,205.26,0
human,42.1,205.26,0
human,42.2,205.26,0
human,42.3,205.26,0
human,42.4,205.26,0
human,42.5,205.26,0
human,42.6,205.26,0
human,42.7,205.26,0
human,42.8,205.26,0
human,42.9,205.26,0
human,43,205.26,0
human,43.1,205.26,0
human,43.2,205.26,0
human,43.3,205.26,0
human,43.4,205.26,0
human,43.5,205.26,0
human,43.6,205.26,0
human,43.7,205.26,0
human,43.8,205.26,0
human,43.9,205.26,0
human,44,205.26,0
human,44.1,205.26,0
human,44.2,205.26,0
human,44.3,205.26,0
human,44.4,205.26,0
human,44.5,205.26,0
human,44.6,205.26,0
human,44.7,205.26,0
human,44.8,205.26,0
human,44.9,205.26,0
human,45,205.26,0
human,45.1,205.26,0
human,45.2,205.26,0
human,45.3,205.26,0
human,45.4,205.26,0
human,45.5,205.26,0
human,45.6,205.26,0
human,45.7,205.26,0
human,45.8,205.26,0
human,45.9,205.26,0
human,46,205.26,0
human,46.1,205.26,0
human,46.2,205.26,0
human,46.3,205.26,0
human,46.4,205.26,0
human,46.5,205.26,0
human,46.6,205.26,0
human,46.7,205.26,0
human,46.8,205.26,0
human,46.9,205.26,0
human,47,205.26,0
human,47.1,205.29,0.26
human,47.2,205.34,0.52
human,47.3,205.41,0.77
human,47.4,205.51,1.01
human,47.5,205.64,1.23
human,47.6,205.67,0.33
human,47.7,205.67,0
human,47.8,205.67,0
human,47.9,205.67,0
human,48,205.67,0
human,48.1,205.67,0
human,48.2,205.67,0
human,48.3,205.67,0
human,48.4,205.67,0
human,48.5,205.67,0
human,48.6,205.67,0
human,48.7,205.67,0
human,48.8,205.67,0
human,48.9,205.67,0
human,49,205.67,0
human,49.1,205.67,0
human,49.2,205.67,0
human,49.3,205.67,0
human,49.4,205.67,0
human,49.5,205.67,0
human,49.6,205.67,0
human,49.7,205.67,0
human,49.8,205.67,0
human,49.9,205.67,0
human,50,205.67,0
human,50.1,205.67,0
human,50.2,205.67,0
human,50.3,205.67,0
human,50.4,205.67,0
human,50.5,205.67,0
human,50.6,205.67,0
human,50.7,205.67,0
human,50.8,205.67,0
human,50.9,205.67,0
human,51,205.67,0
human,51.1,205.67,0
human,51.2,205.67,0
human,51.3,205.67,0
human,51.4,205.67,0
human,51.5,205.67,0
human,51.6,205.67,0
human,51.7,205.67,0
human,51.8,205.67,0
human,51.9,205.67,0
human,52,205.67,0
human,52.1,205.67,0
human,52.2,205.67,0
human,52.3,205.67,0
human,52.4,205.67,0
human,52.5,205.67,0
human,52.6,205.67,0
human,52.7,205.67,0
human,52.8,205.67,0
human,52.9,205.67,0
human,53,205.67,0
human,53.1,205.67,0
human,53.2,205.67,0
human,53.3,205.67,0
human,53.4,205.67,0
human,53.5,205.67,0
human,53.6,205.67,0
human,53.7,205.67,0
human,53.8,205.67,0
human,53.9,205.67,0
human,54,205.67,0
human,54.1,205.67,0
human,54.2,205.67,0
human,54.3,205.67,0
human,54.4,205.67,0
human,54.5,205.67,0
human,54.6,205.67,0
human,54.7,205.67,0
human,54.8,205.67,0
human,54.9,205.67,0
human,55,205.67,0
human,55.1,205.67,0
human,55.2,205.67,0
human,55.3,205.67,0
human,55.4,205.67,0
human,55.5,205.67,0
human,55.6,205.67,0
human,55.7,205.67,0
human,55.8,205.67,0
human,55.9,205.67,0
human,56,205.67,0
human,56.1,205.67,0
human,56.2,205.67,0
human,56.3,205.67,0
human,56.4,205.67,0
human,56.5,205.67,0
human,56.6,205.67,0
human,56.7,205.67,0
human,56.8,205.67,0
human,56.9,205.67,0
human,57,205.67,0
human,57.1,205.67,0
human,57.2,205.67,0
human,57.3,205.67,0
human,57.4,205.67,0
human,57.5,205.67,0
human,57.6,205.67,0
human,57.7,205.67,0
human,57.8,205.67,0
human,57.9,205.67,0
human,58,205.67,0
human,58.1,205.67,0
human,58.2,205.67,0
human,58.3,205.67,0
human,58.4,205.67,0
human,58.5,205.67,0
human,58.6,205.67,0
human,58.7,205.67,0
human,58.8,205.67,0
human,58.9,205.67,0
human,4.6,5.1,2.41
human,4.7,5.35,2.51
human,4.8,5.61,2.61
human,4.9,5.88,2.71
human,5,6.16,2.8
human,5.1,6.45,2.9
human,5.2,6.75,3
human,5.3,7.06,3.1
human,5.4,7.38,3.19
human,5.5,7.71,3.29
human,5.6,8.05,3.39
human,5.7,8.4,3.49
human,5.8,8.76,3.59
human,5.9,9.13,3.68
human,6,9.5,3.78
human,6.1,9.89,3.88
